Fecha;Representante;CódigoProducto;Unidades
18/12/2014;Eduardo Morales Sánchez;B015YCRYZM;5
18/12/2014;María Fernández Vásquez;B01EYT1URO;2
18/12/2014;Jorge Huamán Flores;B00K15Q2B0;1
18/12/2014;Daniela Chávez Paredes;B00F3J4B5S;3
18/12/2014;José López Ramírez;B00F3J4B5S;10
18/12/2014;Ana María Vargas Vega;B018IZ0SWI;1
18/12/2014;Carlos Rivera Castro;B015YCRYZM;3
18/12/2014;Brenda Torres Sánchez;B016B7INC2;3
18/12/2014;Luis González López;B01DZJFWNC;3
18/12/2014;Patricia Medina Vargas;B00K15Q2B0;3
18/12/2014;Miguel García Huamán;B00K15Q2B0;2
18/12/2014;Adriana Rodríguez Silva;B01EYT1URO;1
18/12/2014;Juan Pérez Torres;B00K15Q2B0;2
18/12/2014;Sofía Castro Salinas;B00F3J4B5S;6
18/12/2014;Diego Morales López;B016B7INC2;3
18/12/2014;Mariana Rojas Medina;B01KBH547A;2
18/12/2014;Alejandro Soto Vásquez;B00NQGP42Y;1
18/12/2014;Valentina Vega Ruiz;B01LQV1YHO;2
18/12/2014;Andrés Gómez Paredes;B00K15Q2B0;3
18/12/2014;Gabriela Huamán Castro;B01KBH547A;1
18/12/2014;Eduardo Torres López;B00NQGP42Y;2
18/12/2014;Carla Medina Vargas;B018IZ0SWI;3
18/12/2014;Ricardo García Huerta;B00F3J4B5S;3
18/12/2014;Laura Chávez Castro;B00NQGP42Y;3
18/12/2014;Carlos González Ruiz;B016381QZA;2
18/12/2014;Silvia Castro López;B01KBH547A;3
19/12/2014;Juan Carlos Rodríguez Medina;B01LQV1YHO;3
19/12/2014;Luisa Fernández Vargas;B00F3J4B5S;15
19/12/2014;José Morales Huamán;B01KBH547A;3
19/12/2014;Ana Paula Rojas Torres;B01KBH547A;2
19/12/2014;Miguel Ángel Vega López;B00NQGP42Y;2
19/12/2014;Carla García Castro;B018IZ0SWI;2
19/12/2014;Eduardo Castro Ruiz;B00NQGP42Y;3
19/12/2014;Gabriela Ramírez Vargas;B00NQGP42Y;3
19/12/2014;Ricardo Gómez Medina;B00F3J4B5S;1
19/12/2014;Laura Flores Salazar;B00J0O5J4Y;3
19/12/2014;Juan Carlos Rodríguez Delgado;B01LQV1YHO;1
19/12/2014;Luisa García Vásquez;B00K15Q2B0;2
19/12/2014;Ana María Castro Salinas;B00K15Q2B0;2
19/12/2014;Ana María Castro Chávez;B00F3J4B5S;1
19/12/2014;Laura Flores Guzmán;B015YCRYZM;1
19/12/2014;Carlos González Medina;B00K15Q2B0;3
19/12/2014;Miguel Ángel Vega Torres;B01EYT1URO;3
19/12/2014;Rafaela Cáceres Castro;B018IZ0SWI;2
19/12/2014;Carla Fernández Mendoza;B015YCRYZM;15
19/12/2014;Adrián Vega Ruiz;B01DZJFWNC;1
19/12/2014;Diego Morales Castro;B018IZ0SWI;1
19/12/2014;Ricardo Gómez Vargas;B01LQV1YHO;3
19/12/2014;Silvia Ramírez Rivera;B00NQGP42Y;2
19/12/2014;Eduardo Cáceres Salazar;B016381QZA;1
19/12/2014;Juan Carlos Rodríguez Huamán;B018IZ0SWI;3
19/12/2014;Gabriela Rojas Huerta;B00NQGP42Y;2
19/12/2014;Verónica Quispe Rodríguez;B00F3J4B5S;2
19/12/2014;Julio Vargas López;B00NQGP42Y;3
19/12/2014;Valentina Torres Vega;B00J0O5J4Y;2
19/12/2014;Mariana Ruiz Cruz;B00K15Q2B0;3
19/12/2014;Luis Torres Medina;B016381QZA;4
19/12/2014;Andrés Ramos Silva;B01KBH547A;2
19/12/2014;Ana Paula Sánchez Vargas;B016B7INC2;18
19/12/2014;Alejandro Ortega Salinas;B015YCRYZM;16
19/12/2014;Sofía Castro Valdez;B00K15Q2B0;3
19/12/2014;Lucía Pérez Guerra;B00F3J4B5S;3
19/12/2014;Sebastián Salazar Peña;B00K15Q2B0;4
19/12/2014;Carolina Espinoza Ramírez;B00J0O5J4Y;3
19/12/2014;Manuel Rojas Cárdenas;B00K15Q2B0;3
19/12/2014;Gabriela Navarro Gómez;B016381QZA;1
19/12/2014;Andrés Soto Paredes;B018IZ0SWI;2
19/12/2014;Víctor García Soto;B01KBH547A;1
19/12/2014;Camila Paredes Delgado;B018IZ0SWI;3
19/12/2014;Valeria Tapia Castro;B00K15Q2B0;3
19/12/2014;Eduardo Morales Sánchez;B00NQGP42Y;1
19/12/2014;María Fernández Vásquez;B018IZ0SWI;2
19/12/2014;Jorge Huamán Flores;B01LQV1YHO;3
19/12/2014;Daniela Chávez Paredes;B016381QZA;2
19/12/2014;José López Ramírez;B00K15Q2B0;3
19/12/2014;Ana María Vargas Vega;B016B7INC2;3
19/12/2014;Carlos Rivera Castro;B01EYT1URO;12
19/12/2014;Brenda Torres Sánchez;B016381QZA;16
19/12/2014;Luis González López;B00NQGP42Y;3
19/12/2014;Patricia Medina Vargas;B00F3J4B5S;2
19/12/2014;Miguel García Huamán;B01DZJFWNC;1
19/12/2014;Adriana Rodríguez Silva;B01EYT1URO;2
19/12/2014;Juan Pérez Torres;B016381QZA;3
19/12/2014;Sofía Castro Salinas;B01EYT1URO;3
19/12/2014;Diego Morales López;B018IZ0SWI;1
19/12/2014;Mariana Rojas Medina;B016381QZA;2
19/12/2014;Alejandro Soto Vásquez;B00NQGP42Y;1
19/12/2014;Valentina Vega Ruiz;B00F3J4B5S;2
19/12/2014;Andrés Gómez Paredes;B00NQGP42Y;3
19/12/2014;Gabriela Huamán Castro;B00F3J4B5S;2
19/12/2014;Eduardo Torres López;B00F3J4B5S;2
19/12/2014;Carla Medina Vargas;B01KBH547A;3
19/12/2014;Ricardo García Huerta;B01DZJFWNC;3
20/12/2014;Laura Chávez Castro;B01EYT1URO;3
20/12/2014;Carlos González Ruiz;B00NQGP42Y;2
20/12/2014;Silvia Castro López;B00NQGP42Y;1
20/12/2014;Juan Carlos Rodríguez Medina;B018IZ0SWI;2
20/12/2014;Luisa Fernández Vargas;B016381QZA;3
20/12/2014;José Morales Huamán;B016381QZA;3
20/12/2014;Ana Paula Rojas Torres;B00K15Q2B0;15
20/12/2014;Miguel Ángel Vega López;B018IZ0SWI;2
20/12/2014;Carla García Castro;B00K15Q2B0;2
20/12/2014;Eduardo Castro Ruiz;B01KBH547A;1
20/12/2014;Gabriela Ramírez Vargas;B018IZ0SWI;3
20/12/2014;Ricardo Gómez Medina;B016381QZA;2
20/12/2014;Laura Flores Salazar;B01KBH547A;4
20/12/2014;Juan Carlos Rodríguez Delgado;B01EYT1URO;2
20/12/2014;Luisa García Vásquez;B016381QZA;2
20/12/2014;Ana María Castro Salinas;B00K15Q2B0;3
20/12/2014;Ana María Castro Chávez;B01DZJFWNC;1
20/12/2014;Laura Flores Guzmán;B01EYT1URO;3
20/12/2014;Carlos González Medina;B016381QZA;3
20/12/2014;Miguel Ángel Vega Torres;B00NQGP42Y;7
20/12/2014;Rafaela Cáceres Castro;B00NQGP42Y;3
20/12/2014;Carla Fernández Mendoza;B00NQGP42Y;2
20/12/2014;Adrián Vega Ruiz;B00F3J4B5S;2
20/12/2014;Diego Morales Castro;B00F3J4B5S;2
20/12/2014;Ricardo Gómez Vargas;B018IZ0SWI;1
20/12/2014;Silvia Ramírez Rivera;B00K15Q2B0;2
20/12/2014;Eduardo Cáceres Salazar;B018IZ0SWI;1
20/12/2014;Juan Carlos Rodríguez Huamán;B00F3J4B5S;4
20/12/2014;Gabriela Rojas Huerta;B01LQV1YHO;3
20/12/2014;Verónica Quispe Rodríguez;B01KBH547A;1
20/12/2014;Julio Vargas López;B00NQGP42Y;1
20/12/2014;Valentina Torres Vega;B00K15Q2B0;4
20/12/2014;Mariana Ruiz Cruz;B01KBH547A;12
20/12/2014;Luis Torres Medina;B018IZ0SWI;1
20/12/2014;Andrés Ramos Silva;B00NQGP42Y;2
20/12/2014;Ana Paula Sánchez Vargas;B01LQV1YHO;1
20/12/2014;Alejandro Ortega Salinas;B018IZ0SWI;2
20/12/2014;Sofía Castro Valdez;B018IZ0SWI;1
20/12/2014;Lucía Pérez Guerra;B018IZ0SWI;3
20/12/2014;Sebastián Salazar Peña;B01KBH547A;1
20/12/2014;Carolina Espinoza Ramírez;B016381QZA;2
20/12/2014;Manuel Rojas Cárdenas;B01KBH547A;2
20/12/2014;Gabriela Navarro Gómez;B018IZ0SWI;2
20/12/2014;Andrés Soto Paredes;B00K15Q2B0;2
20/12/2014;Víctor García Soto;B01EYT1URO;1
20/12/2014;Camila Paredes Delgado;B01KBH547A;4
20/12/2014;Valeria Tapia Castro;B018IZ0SWI;25
20/12/2014;Eduardo Morales Sánchez;B01LQV1YHO;3
20/12/2014;María Fernández Vásquez;B018IZ0SWI;3
20/12/2014;Jorge Huamán Flores;B01DZJFWNC;2
20/12/2014;Daniela Chávez Paredes;B00NQGP42Y;2
20/12/2014;José López Ramírez;B018IZ0SWI;4
20/12/2014;Ana María Vargas Vega;B018IZ0SWI;1
20/12/2014;Carlos Rivera Castro;B01KBH547A;2
21/12/2014;Brenda Torres Sánchez;B018IZ0SWI;1
21/12/2014;Luis González López;B01LQV1YHO;2
21/12/2014;Patricia Medina Vargas;B01LQV1YHO;3
21/12/2014;Miguel García Huamán;B01KBH547A;3
21/12/2014;Adriana Rodríguez Silva;B018IZ0SWI;2
21/12/2014;Juan Pérez Torres;B00J0O5J4Y;3
21/12/2014;Sofía Castro Salinas;B00K15Q2B0;3
21/12/2014;Diego Morales López;B00NQGP42Y;1
21/12/2014;Mariana Rojas Medina;B01EYT1URO;1
21/12/2014;Alejandro Soto Vásquez;B016381QZA;1
21/12/2014;Valentina Vega Ruiz;B01EYT1URO;4
21/12/2014;Andrés Gómez Paredes;B00K15Q2B0;2
21/12/2014;Gabriela Huamán Castro;B016381QZA;2
21/12/2014;Eduardo Torres López;B016381QZA;2
21/12/2014;Carla Medina Vargas;B01EYT1URO;3
21/12/2014;Ricardo García Huerta;B015YCRYZM;2
21/12/2014;Laura Chávez Castro;B00F3J4B5S;3
21/12/2014;Carlos González Ruiz;B016B7INC2;1
21/12/2014;Silvia Castro López;B01EYT1URO;21
21/12/2014;Juan Carlos Rodríguez Medina;B016381QZA;2
21/12/2014;Luisa Fernández Vargas;B016381QZA;3
21/12/2014;José Morales Huamán;B018IZ0SWI;1
21/12/2014;Ana Paula Rojas Torres;B00K15Q2B0;2
21/12/2014;Miguel Ángel Vega López;B01KBH547A;2
21/12/2014;Carla García Castro;B00K15Q2B0;2
21/12/2014;Eduardo Castro Ruiz;B00NQGP42Y;2
21/12/2014;Gabriela Ramírez Vargas;B00K15Q2B0;1
21/12/2014;Ricardo Gómez Medina;B01DZJFWNC;1
21/12/2014;Laura Flores Salazar;B01LQV1YHO;1
21/12/2014;Juan Carlos Rodríguez Delgado;B00J0O5J4Y;9
21/12/2014;Luisa García Vásquez;B00K15Q2B0;1
21/12/2014;Ana María Castro Salinas;B018IZ0SWI;1
21/12/2014;Ana María Castro Chávez;B018IZ0SWI;3
21/12/2014;Laura Flores Guzmán;B016B7INC2;2
21/12/2014;Carlos González Medina;B00K15Q2B0;2
21/12/2014;Miguel Ángel Vega Torres;B00K15Q2B0;2
21/12/2014;Rafaela Cáceres Castro;B01KBH547A;2
21/12/2014;Carla Fernández Mendoza;B00F3J4B5S;3
21/12/2014;Adrián Vega Ruiz;B018IZ0SWI;2
21/12/2014;Diego Morales Castro;B018IZ0SWI;3
21/12/2014;Ricardo Gómez Vargas;B01KBH547A;4
21/12/2014;Silvia Ramírez Rivera;B00F3J4B5S;2
21/12/2014;Eduardo Cáceres Salazar;B00NQGP42Y;3
21/12/2014;Juan Carlos Rodríguez Huamán;B00NQGP42Y;2
21/12/2014;Gabriela Rojas Huerta;B00NQGP42Y;3
21/12/2014;Verónica Quispe Rodríguez;B018IZ0SWI;3
21/12/2014;Julio Vargas López;B018IZ0SWI;1
21/12/2014;Valentina Torres Vega;B016B7INC2;3
21/12/2014;Mariana Ruiz Cruz;B01KBH547A;15
21/12/2014;Luis Torres Medina;B018IZ0SWI;2
21/12/2014;Andrés Ramos Silva;B018IZ0SWI;6
21/12/2014;Ana Paula Sánchez Vargas;B01DZJFWNC;7
21/12/2014;Alejandro Ortega Salinas;B018IZ0SWI;1
22/12/2014;Sofía Castro Valdez;B00F3J4B5S;20
22/12/2014;Lucía Pérez Guerra;B018IZ0SWI;1
22/12/2014;Sebastián Salazar Peña;B01EYT1URO;4
22/12/2014;Carolina Espinoza Ramírez;B00F3J4B5S;2
22/12/2014;Manuel Rojas Cárdenas;B01KBH547A;2
22/12/2014;Gabriela Navarro Gómez;B00NQGP42Y;2
22/12/2014;Andrés Soto Paredes;B00K15Q2B0;1
22/12/2014;Víctor García Soto;B01LQV1YHO;3
22/12/2014;Camila Paredes Delgado;B018IZ0SWI;4
22/12/2014;Valeria Tapia Castro;B01DZJFWNC;3
22/12/2014;Eduardo Morales Sánchez;B016381QZA;1
22/12/2014;María Fernández Vásquez;B00F3J4B5S;2
22/12/2014;Jorge Huamán Flores;B01DZJFWNC;3
22/12/2014;Daniela Chávez Paredes;B01LQV1YHO;1
22/12/2014;José López Ramírez;B01DZJFWNC;13
22/12/2014;Ana María Vargas Vega;B01DZJFWNC;3
22/12/2014;Carlos Rivera Castro;B016B7INC2;2
22/12/2014;Brenda Torres Sánchez;B01DZJFWNC;2
22/12/2014;Luis González López;B01DZJFWNC;3
22/12/2014;Patricia Medina Vargas;B018IZ0SWI;1
22/12/2014;Miguel García Huamán;B00NQGP42Y;3
22/12/2014;Adriana Rodríguez Silva;B01DZJFWNC;1
22/12/2014;Juan Pérez Torres;B00NQGP42Y;1
22/12/2014;Sofía Castro Salinas;B00F3J4B5S;3
22/12/2014;Diego Morales López;B00K15Q2B0;1
22/12/2014;Mariana Rojas Medina;B00K15Q2B0;25
22/12/2014;Alejandro Soto Vásquez;B00K15Q2B0;2
22/12/2014;Valentina Vega Ruiz;B00K15Q2B0;2
22/12/2014;Andrés Gómez Paredes;B00NQGP42Y;4
22/12/2014;Gabriela Huamán Castro;B01EYT1URO;3
22/12/2014;Eduardo Torres López;B015YCRYZM;2
22/12/2014;Carla Medina Vargas;B018IZ0SWI;12
22/12/2014;Ricardo García Huerta;B01KBH547A;11
22/12/2014;Laura Chávez Castro;B00F3J4B5S;3
22/12/2014;Carlos González Ruiz;B00NQGP42Y;2
22/12/2014;Silvia Castro López;B01EYT1URO;3
22/12/2014;Juan Carlos Rodríguez Medina;B01DZJFWNC;1
22/12/2014;Luisa Fernández Vargas;B01DZJFWNC;1
22/12/2014;José Morales Huamán;B01KBH547A;4
22/12/2014;Ana Paula Rojas Torres;B016B7INC2;2
22/12/2014;Miguel Ángel Vega López;B01DZJFWNC;1
22/12/2014;Carla García Castro;B01KBH547A;2
22/12/2014;Eduardo Castro Ruiz;B00F3J4B5S;1
22/12/2014;Gabriela Ramírez Vargas;B00K15Q2B0;3
22/12/2014;Ricardo Gómez Medina;B018IZ0SWI;3
22/12/2014;Laura Flores Salazar;B00K15Q2B0;23
22/12/2014;Juan Carlos Rodríguez Delgado;B01KBH547A;3
22/12/2014;Luisa García Vásquez;B00NQGP42Y;1
22/12/2014;Ana María Castro Salinas;B00J0O5J4Y;2
22/12/2014;Ana María Castro Chávez;B00NQGP42Y;1
22/12/2014;Laura Flores Guzmán;B00NQGP42Y;3
22/12/2014;Carlos González Medina;B01EYT1URO;21
22/12/2014;Miguel Ángel Vega Torres;B018IZ0SWI;4
22/12/2014;Rafaela Cáceres Castro;B00NQGP42Y;2
22/12/2014;Carla Fernández Mendoza;B00NQGP42Y;2
22/12/2014;Adrián Vega Ruiz;B00K15Q2B0;3
22/12/2014;Diego Morales Castro;B00F3J4B5S;3
22/12/2014;Ricardo Gómez Vargas;B00K15Q2B0;3
22/12/2014;Silvia Ramírez Rivera;B00NQGP42Y;2
22/12/2014;Eduardo Cáceres Salazar;B018IZ0SWI;1
23/12/2014;Juan Carlos Rodríguez Huamán;B01LQV1YHO;2
23/12/2014;Gabriela Rojas Huerta;B00F3J4B5S;1
23/12/2014;Verónica Quispe Rodríguez;B016381QZA;1
23/12/2014;Julio Vargas López;B00NQGP42Y;3
23/12/2014;Valentina Torres Vega;B00K15Q2B0;1
23/12/2014;Mariana Ruiz Cruz;B01DZJFWNC;3
23/12/2014;Luis Torres Medina;B00NQGP42Y;2
23/12/2014;Andrés Ramos Silva;B01EYT1URO;1
23/12/2014;Ana Paula Sánchez Vargas;B016B7INC2;3
23/12/2014;Alejandro Ortega Salinas;B01LQV1YHO;3
23/12/2014;Sofía Castro Valdez;B00J0O5J4Y;2
23/12/2014;Lucía Pérez Guerra;B01EYT1URO;4
23/12/2014;Sebastián Salazar Peña;B016B7INC2;2
23/12/2014;Carolina Espinoza Ramírez;B01KBH547A;2
23/12/2014;Manuel Rojas Cárdenas;B00F3J4B5S;1
23/12/2014;Gabriela Navarro Gómez;B01DZJFWNC;1
23/12/2014;Andrés Soto Paredes;B00F3J4B5S;3
23/12/2014;Víctor García Soto;B01KBH547A;2
23/12/2014;Camila Paredes Delgado;B018IZ0SWI;2
23/12/2014;Valeria Tapia Castro;B01EYT1URO;1
23/12/2014;Eduardo Morales Sánchez;B018IZ0SWI;3
23/12/2014;María Fernández Vásquez;B00J0O5J4Y;2
23/12/2014;Jorge Huamán Flores;B015YCRYZM;11
23/12/2014;Daniela Chávez Paredes;B01KBH547A;1
23/12/2014;José López Ramírez;B00J0O5J4Y;3
23/12/2014;Ana María Vargas Vega;B00K15Q2B0;3
23/12/2014;Carlos Rivera Castro;B01EYT1URO;2
23/12/2014;Brenda Torres Sánchez;B018IZ0SWI;3
23/12/2014;Luis González López;B00K15Q2B0;5
23/12/2014;Patricia Medina Vargas;B00F3J4B5S;1
23/12/2014;Miguel García Huamán;B00K15Q2B0;2
23/12/2014;Adriana Rodríguez Silva;B01LQV1YHO;10
23/12/2014;Juan Pérez Torres;B00F3J4B5S;2
23/12/2014;Sofía Castro Salinas;B01KBH547A;2
23/12/2014;Diego Morales López;B016381QZA;4
23/12/2014;Mariana Rojas Medina;B01KBH547A;1
23/12/2014;Alejandro Soto Vásquez;B01KBH547A;2
23/12/2014;Valentina Vega Ruiz;B01EYT1URO;3
23/12/2014;Andrés Gómez Paredes;B00J0O5J4Y;3
23/12/2014;Gabriela Huamán Castro;B00F3J4B5S;13
23/12/2014;Eduardo Torres López;B00NQGP42Y;2
23/12/2014;Carla Medina Vargas;B018IZ0SWI;1
23/12/2014;Ricardo García Huerta;B00K15Q2B0;10
23/12/2014;Laura Chávez Castro;B00NQGP42Y;1
23/12/2014;Carlos González Ruiz;B01LQV1YHO;2
23/12/2014;Silvia Castro López;B016B7INC2;2
23/12/2014;Juan Carlos Rodríguez Medina;B01LQV1YHO;1
24/12/2014;Luisa Fernández Vargas;B018IZ0SWI;17
24/12/2014;José Morales Huamán;B01KBH547A;2
24/12/2014;Ana Paula Rojas Torres;B01KBH547A;2
24/12/2014;Miguel Ángel Vega López;B01LQV1YHO;1
24/12/2014;Carla García Castro;B01EYT1URO;2
24/12/2014;Eduardo Castro Ruiz;B018IZ0SWI;3
24/12/2014;Gabriela Ramírez Vargas;B016B7INC2;1
24/12/2014;Ricardo Gómez Medina;B01KBH547A;2
24/12/2014;Laura Flores Salazar;B018IZ0SWI;8
24/12/2014;Juan Carlos Rodríguez Delgado;B018IZ0SWI;2
24/12/2014;Luisa García Vásquez;B018IZ0SWI;2
24/12/2014;Ana María Castro Salinas;B00NQGP42Y;1
24/12/2014;Ana María Castro Chávez;B00F3J4B5S;4
24/12/2014;Laura Flores Guzmán;B01KBH547A;3
24/12/2014;Carlos González Medina;B01LQV1YHO;3
24/12/2014;Miguel Ángel Vega Torres;B00F3J4B5S;1
24/12/2014;Rafaela Cáceres Castro;B00K15Q2B0;1
24/12/2014;Carla Fernández Mendoza;B01EYT1URO;3
24/12/2014;Adrián Vega Ruiz;B00NQGP42Y;3
24/12/2014;Diego Morales Castro;B018IZ0SWI;3
24/12/2014;Ricardo Gómez Vargas;B015YCRYZM;3
24/12/2014;Silvia Ramírez Rivera;B00NQGP42Y;16
24/12/2014;Eduardo Cáceres Salazar;B00NQGP42Y;2
24/12/2014;Juan Carlos Rodríguez Huamán;B01LQV1YHO;2
24/12/2014;Gabriela Rojas Huerta;B01KBH547A;3
24/12/2014;Verónica Quispe Rodríguez;B00F3J4B5S;2
24/12/2014;Julio Vargas López;B00NQGP42Y;3
24/12/2014;Valentina Torres Vega;B00K15Q2B0;1
24/12/2014;Mariana Ruiz Cruz;B01KBH547A;3
24/12/2014;Luis Torres Medina;B00K15Q2B0;2
24/12/2014;Andrés Ramos Silva;B01LQV1YHO;3
24/12/2014;Ana Paula Sánchez Vargas;B01KBH547A;4
24/12/2014;Alejandro Ortega Salinas;B01LQV1YHO;3
24/12/2014;Sofía Castro Valdez;B00K15Q2B0;3
24/12/2014;Lucía Pérez Guerra;B018IZ0SWI;3
24/12/2014;Sebastián Salazar Peña;B01EYT1URO;3
24/12/2014;Carolina Espinoza Ramírez;B01DZJFWNC;2
24/12/2014;Manuel Rojas Cárdenas;B018IZ0SWI;2
24/12/2014;Gabriela Navarro Gómez;B00K15Q2B0;2
24/12/2014;Andrés Soto Paredes;B016381QZA;2
24/12/2014;Víctor García Soto;B00F3J4B5S;2
24/12/2014;Camila Paredes Delgado;B00NQGP42Y;1
24/12/2014;Valeria Tapia Castro;B01KBH547A;2
24/12/2014;Eduardo Morales Sánchez;B00K15Q2B0;2
24/12/2014;María Fernández Vásquez;B01LQV1YHO;2
24/12/2014;Jorge Huamán Flores;B01EYT1URO;1
24/12/2014;Daniela Chávez Paredes;B00F3J4B5S;2
24/12/2014;José López Ramírez;B00K15Q2B0;1
24/12/2014;Ana María Vargas Vega;B015YCRYZM;1
24/12/2014;Carlos Rivera Castro;B00K15Q2B0;1
24/12/2014;Brenda Torres Sánchez;B01EYT1URO;15
24/12/2014;Luis González López;B01KBH547A;3
24/12/2014;Patricia Medina Vargas;B016381QZA;3
24/12/2014;Miguel García Huamán;B00K15Q2B0;2
25/12/2014;Adriana Rodríguez Silva;B00K15Q2B0;1
25/12/2014;Juan Pérez Torres;B01KBH547A;1
25/12/2014;Sofía Castro Salinas;B00K15Q2B0;2
25/12/2014;Diego Morales López;B00K15Q2B0;1
25/12/2014;Mariana Rojas Medina;B01DZJFWNC;2
25/12/2014;Alejandro Soto Vásquez;B00NQGP42Y;2
25/12/2014;Valentina Vega Ruiz;B00K15Q2B0;3
25/12/2014;Andrés Gómez Paredes;B015YCRYZM;2
25/12/2014;Gabriela Huamán Castro;B00NQGP42Y;1
25/12/2014;Eduardo Torres López;B016B7INC2;1
25/12/2014;Carla Medina Vargas;B01KBH547A;1
25/12/2014;Ricardo García Huerta;B01LQV1YHO;2
25/12/2014;Laura Chávez Castro;B00F3J4B5S;2
25/12/2014;Carlos González Ruiz;B016B7INC2;2
25/12/2014;Silvia Castro López;B00K15Q2B0;3
25/12/2014;Juan Carlos Rodríguez Medina;B00K15Q2B0;3
25/12/2014;Luisa Fernández Vargas;B01LQV1YHO;2
25/12/2014;José Morales Huamán;B016381QZA;3
25/12/2014;Ana Paula Rojas Torres;B018IZ0SWI;1
25/12/2014;Miguel Ángel Vega López;B00K15Q2B0;2
25/12/2014;Carla García Castro;B00F3J4B5S;2
25/12/2014;Eduardo Castro Ruiz;B00K15Q2B0;2
25/12/2014;Gabriela Ramírez Vargas;B018IZ0SWI;3
25/12/2014;Ricardo Gómez Medina;B016381QZA;2
25/12/2014;Laura Flores Salazar;B00K15Q2B0;1
25/12/2014;Juan Carlos Rodríguez Delgado;B00K15Q2B0;2
25/12/2014;Luisa García Vásquez;B00F3J4B5S;3
25/12/2014;Ana María Castro Salinas;B00F3J4B5S;19
25/12/2014;Ana María Castro Chávez;B00K15Q2B0;4
25/12/2014;Laura Flores Guzmán;B01KBH547A;2
25/12/2014;Carlos González Medina;B01DZJFWNC;2
25/12/2014;Miguel Ángel Vega Torres;B00NQGP42Y;2
25/12/2014;Rafaela Cáceres Castro;B018IZ0SWI;2
25/12/2014;Carla Fernández Mendoza;B015YCRYZM;2
25/12/2014;Adrián Vega Ruiz;B00J0O5J4Y;3
25/12/2014;Diego Morales Castro;B00NQGP42Y;3
25/12/2014;Ricardo Gómez Vargas;B00F3J4B5S;3
25/12/2014;Luisa García López;B00F3J4B5S;3
25/12/2014;Juan Carlos Rodríguez Huamán;B01DZJFWNC;1
25/12/2014;Ana María Castro Chávez;B00K15Q2B0;3
25/12/2014;Miguel Ángel Vega Torres;B00K15Q2B0;2
25/12/2014;Carla Fernández Mendoza;B018IZ0SWI;3
25/12/2014;Ricardo Gómez Vargas;B00NQGP42Y;3
25/12/2014;Silvia Ramírez Rivera;B01LQV1YHO;3
25/12/2014;Diego Morales Castro;B00J0O5J4Y;2
25/12/2014;Gabriela Rojas Huerta;B01LQV1YHO;1
25/12/2014;Eduardo Cáceres Salazar;B016381QZA;3
25/12/2014;Verónica Quispe Rodríguez;B01KBH547A;3
25/12/2014;Carlos González Medina;B01EYT1URO;1
25/12/2014;Laura Flores Guzmán;B01KBH547A;3
25/12/2014;Julio Vargas López;B018IZ0SWI;14
25/12/2014;Valentina Torres Vega;B01EYT1URO;3
25/12/2014;Andrés Ramos Silva;B00K15Q2B0;3
25/12/2014;Mariana Ruiz Cruz;B00J0O5J4Y;19
25/12/2014;Luis Torres Medina;B018IZ0SWI;1
25/12/2014;Ana Paula Sánchez Vargas;B00NQGP42Y;2
25/12/2014;Rafaela Cáceres Castro;B00K15Q2B0;2
25/12/2014;Alejandro Ortega Salinas;B00K15Q2B0;2
25/12/2014;Camila Paredes Delgado;B00F3J4B5S;2
26/12/2014;Víctor García Soto;B018IZ0SWI;2
26/12/2014;Sofía Castro Valdez;B01LQV1YHO;1
26/12/2014;Adrián Vega Ruiz;B018IZ0SWI;1
26/12/2014;Lucía Pérez Guerra;B018IZ0SWI;3
26/12/2014;Sebastián Salazar Peña;B01EYT1URO;3
26/12/2014;Carolina Espinoza Ramírez;B00K15Q2B0;19
26/12/2014;Manuel Rojas Cárdenas;B01KBH547A;2
26/12/2014;Gabriela Navarro Gómez;B00J0O5J4Y;2
26/12/2014;Andrés Soto Paredes;B016381QZA;4
26/12/2014;Valeria Tapia Castro;B018IZ0SWI;2
26/12/2014;Eduardo Morales Sánchez;B00K15Q2B0;3
26/12/2014;María Fernández Vásquez;B015YCRYZM;3
26/12/2014;Jorge Huamán Flores;B016381QZA;3
26/12/2014;Daniela Chávez Paredes;B00F3J4B5S;2
26/12/2014;José López Ramírez;B018IZ0SWI;9
26/12/2014;Ana María Vargas Vega;B00F3J4B5S;1
26/12/2014;Carlos Rivera Castro;B01LQV1YHO;2
26/12/2014;Brenda Torres Sánchez;B00F3J4B5S;18
26/12/2014;Luis González López;B01DZJFWNC;1
26/12/2014;Patricia Medina Vargas;B01LQV1YHO;3
26/12/2014;Miguel García Huamán;B01KBH547A;2
26/12/2014;Adriana Rodríguez Silva;B01LQV1YHO;18
26/12/2014;Juan Pérez Torres;B01DZJFWNC;11
26/12/2014;Sofía Castro Salinas;B01KBH547A;16
26/12/2014;Diego Morales López;B018IZ0SWI;3
26/12/2014;Mariana Rojas Medina;B00F3J4B5S;4
26/12/2014;Alejandro Soto Vásquez;B018IZ0SWI;23
26/12/2014;Valentina Vega Ruiz;B00F3J4B5S;1
26/12/2014;Andrés Gómez Paredes;B016B7INC2;2
26/12/2014;Gabriela Huamán Castro;B01KBH547A;2
26/12/2014;Eduardo Torres López;B015YCRYZM;2
26/12/2014;Carla Medina Vargas;B00NQGP42Y;1
26/12/2014;Ricardo García Huerta;B018IZ0SWI;1
26/12/2014;Laura Chávez Castro;B00K15Q2B0;4
